names,logfoldchanges,condition
CYP3A4,-0.537008464,CR2
DDX52,-0.571690321,CR2
MERTK,-0.59417516,CR2
CYTH3,-1.17751503,CR2
DSTN,-0.570884228,CR2
HS6ST1,-0.820518076,CR2
GGCX,-0.779919744,DUSP11
HP1BP3,-0.646602154,DUSP11
BCL2L11,-0.749264717,DUSP11
LAT2,0.238928199,DUSP11
ANKRD12,-0.636365533,DUSP11
PANK3,-0.511173904,DUSP11
IDH3A,-0.404813796,DUSP11
AADAC,-0.334533334,DUSP11
TBCB,0.29206863,DUSP11
CARMIL1,-0.930061102,DUSP11
DCTN4,-0.769219875,DUSP11
SCAF11,-0.754706323,DUSP11
TRAM1,-0.68719393,DUSP11
FBXW11,-0.516063392,DUSP11
TXNDC15,-0.817471385,DUSP11
CTSZ,-0.808997333,DUSP11
DCTD,0.33976984,DUSP11
HPSE,-0.399369091,DUSP11
GLRX,-0.287123054,DUSP11
DSTN,-0.503302753,DUSP11
TCF4,-0.449424326,ALDH1A1
SLC5A6,0.327898949,ALDH1A1
CD300A,0.375408888,ALDH1A1
CCDC85B,-0.405017018,ALDH1A1
CRIP2,-0.375238359,ALDH1A1
CDK16,-0.674252391,ALDH1A1
DAPK2,-0.684224486,ALDH1A1
BCL2,0.478212208,ALDH1A1
DBN1,-1.101657867,ALDH1A1
TKFC,-0.536205113,ALDH1A1
RBP1,0.3005822,ALDH1A1
ENOX1,0.375422329,ALDH1A1
PAF1,-0.72765106,ALDH1A1
TM4SF4,-0.208740532,ALDH1A1
ZNF32,0.373295844,ALDH1A1
ALDOC,-0.689447761,ALDH1A1
NTS,-1.009456158,ALDH1A1
KLF5,-0.340852052,ALDH1A1
ABLIM3,-0.620208204,ALDH1A1
URB2,0.342179209,ALDH1A1
SOX10,0.698898733,RARG
CD69,0.297245353,RARG
TUBB2A,0.382815301,RARG
CHL1,0.377984107,RARG
KCNIP1,0.388911843,RARG
PRPF4B,0.393014729,RARG
ARC,0.444703251,RARG
SATB2,0.279584914,RARG
CD300A,0.389950514,RARG
COQ8A,-0.504529178,RARG
TNPO3,-0.303308129,RARG
ZNF280A,0.666465104,RARG
MECOM,-0.366141647,RARG
PECR,0.706576526,RARG
ZNF337,0.563878477,RARG
SREBF1,-0.455159575,RARG
LYN,0.544484258,RARG
BCL2A1,0.698085606,RARG
SLC5A6,0.277871966,RARG
LSM14B,-0.574876904,RARG
ABLIM3,-0.853560686,AMH
INPP5J,-0.886655331,AMH
TNFRSF4,-0.707470298,AMH
CCS,-0.849065661,AMH
PPP5C,-0.463847399,AMH
RUVBL1,-0.335373431,AMH
SLC25A22,-0.662059963,AMH
ADAM15,-1.071903706,AMH
HRAS,-0.502891362,AMH
DBN1,-1.280110478,AMH
CRIP2,-0.45447278,AMH
CCDC85B,-0.453808725,AMH
MELK,0.265363485,AMH
SLC29A1,-0.738113046,AMH
TK1,-0.419462323,AMH
LUC7L,-1.129564404,AMH
SPTBN2,-0.733011246,AMH
LAMB3,-0.398023993,AMH
TRPV4,-0.875775814,AMH
PAF1,-0.824395895,AMH
CARMIL1,-1.030911207,CD302
LAT2,0.268699944,CD302
TBCB,0.306291074,CD302
HLA-DRA,-0.224987924,CD302
CDKL2,-0.865525544,CD302
PTPRB,-0.51529336,CD302
FBN1,-0.882078886,CD302
CBX1,-0.404181898,CD302
FCGR2A,-0.417746365,CD302
EIPR1,0.295811683,CD302
CYP3A4,-0.49351418,CD302
PHLDA2,0.227051809,CD302
LYN,0.664715528,CD302
TWSG1,-0.677294075,CD302
AADAC,-0.380944043,CD302
HADH,-0.31107837,CD302
TAF12,-0.793588638,CD302
IL2RA,-0.728812635,CD302
MMRN2,-0.669649124,CD302
TGFB2,-0.665741444,CD302
CISD1,-0.419291884,CPNE7
CCL1,-0.717963457,CPNE7
DSG1,-0.403320551,CPNE7
GPALPP1,-0.592397332,CPNE7
CRYZL1,-1.383664608,CPNE7
PAPSS1,-0.598086357,CPNE7
DNAJC3,-0.805727661,CPNE7
RASGRF1,-0.783252358,CPNE7
MXD1,-0.609024882,CPNE7
DSC2,-0.373924792,CPNE7
PAFAH1B3,0.12950629,CPNE7
CDKL2,-0.946576834,CPNE7
ATP7A,-0.568564653,CPNE7
IL1RL1,-0.518941939,CPNE7
MAP3K9,-0.639299214,CPNE7
ANKRD12,-0.581821203,CPNE7
GLRX,-0.301185906,CPNE7
PARD6B,-0.504009962,CPNE7
CYTH3,-1.301842809,CPNE7
PARVA,-0.415974051,CPNE7
TSPAN1,0.192228884,GRK2
TBCB,0.322645515,GRK2
CBX1,-0.408320427,GRK2
SSX1,-0.832331479,GRK2
TMEM231,0.612505853,GRK2
TPD52,-0.370784253,GRK2
VPS13D,-0.693950951,GRK2
FUT8,-0.697801709,GRK2
LGALS9,0.416725814,GRK2
COTL1,0.317675322,GRK2
COL4A1,-0.237560317,GRK2
MERTK,-0.695198417,GRK2
HOXB9,-0.561870277,GRK2
IL1RL1,-0.494537443,GRK2
PCNX1,-0.858702302,GRK2
GPC1,0.447545141,GRK2
ZKSCAN1,-0.5075863,GRK2
SCAF11,-0.807946026,GRK2
F13A1,-3.091030598,GRK2
UBE2H,-0.749795556,GRK2
DCTN4,-1.054957986,EIF2AK2
HP1BP3,-0.623580754,EIF2AK2
CSNK1A1,-0.767046452,EIF2AK2
CRYZL1,-1.396816134,EIF2AK2
CARMIL1,-1.047413588,EIF2AK2
CBX1,-0.462493628,EIF2AK2
TAF12,-0.839058518,EIF2AK2
DSTN,-0.608469486,EIF2AK2
TRAM1,-0.702732801,EIF2AK2
TTPAL,-0.831129849,EIF2AK2
AFDN,-0.944454551,EIF2AK2
SRSF10,-0.330076933,EIF2AK2
CREG1,-0.274919331,EIF2AK2
CNOT6,-0.494192332,EIF2AK2
RALGPS1,-0.67715317,EIF2AK2
YAP1,-0.672038436,EIF2AK2
SOX4,-0.53963083,EIF2AK2
RALBP1,-0.433677554,EIF2AK2
CANX,-0.648145974,EIF2AK2
DOCK9,-0.571479797,EIF2AK2
SMARCAL1,0.425485522,CACNA1S
LHPP,0.469522506,CACNA1S
STAP2,-0.481023908,CACNA1S
MTMR9,0.753445446,CACNA1S
AGPAT2,-0.919047892,CACNA1S
GNAI2,-0.660559952,CACNA1S
MYBL2,-0.573339522,CACNA1S
WT1,0.316008687,CACNA1S
RNF144A,0.6207304,CACNA1S
SYT11,0.384465456,CACNA1S
GNB2,-0.562424541,CACNA1S
AMT,0.533659816,CACNA1S
ASB1,0.512235343,CACNA1S
THAP10,0.373390853,CACNA1S
TCTA,0.348047048,CACNA1S
ACTB,-0.420051187,CACNA1S
ZNF202,0.415587693,CACNA1S
DIO2,-0.903328896,CACNA1S
CNNM4,0.413323373,CACNA1S
DHX57,0.439005733,CACNA1S
SSBP2,-0.793967247,MS4A5
CD28,0.638048112,MS4A5
SUPT3H,0.500238478,MS4A5
SH2D1A,0.643444419,MS4A5
APOM,0.453083545,MS4A5
TRAF3IP2,0.415474474,MS4A5
GLYAT,0.576323867,MS4A5
VAV3,0.602058351,MS4A5
RAB13,0.444913268,MS4A5
ERMAP,0.350560039,MS4A5
MMP1,0.957496762,MS4A5
TPD52,-0.295935839,MS4A5
MMP8,0.439919889,MS4A5
RGS20,0.505550802,MS4A5
APOBEC3C,0.550152659,MS4A5
KCNH1,0.656652093,MS4A5
XYLB,0.646905243,MS4A5
GATA4,0.425229549,MS4A5
CD3D,0.349902391,MS4A5
HBZ,0.480019569,MS4A5
JPT2,-0.706432521,KMO
DNASE1L3,0.458324552,KMO
CD5L,0.730630755,KMO
CSNK1E,-0.274376571,KMO
TRABD,-0.656390369,KMO
IL2RG,0.574449599,KMO
HEBP2,-0.434208393,KMO
CD244,0.505631149,KMO
MFAP5,-0.391619682,KMO
ATP8A1,0.281442404,KMO
TBL3,-0.688380241,KMO
SLC17A1,0.498735994,KMO
SERPINB6,0.298061132,KMO
CFD,-0.820967555,KMO
LRP5,-0.513570786,KMO
R3HDM2,0.315965265,KMO
CAP2,-0.481383592,KMO
BATF3,0.36807394,KMO
CR2,0.366594046,KMO
KIF5C,0.730917692,KMO
TRABD,-0.643454373,LCP2
GATA3,0.395344466,LCP2
TUT4,-0.392625213,LCP2
SASH3,0.445495546,LCP2
CSNK1E,-0.269255817,LCP2
TMEM259,-0.58122313,LCP2
CAPN3,0.522824883,LCP2
KCNE4,0.416581988,LCP2
HSPA1L,0.549060643,LCP2
ADGRB3,0.422318101,LCP2
NOTCH1,-0.385695487,LCP2
ANXA4,-0.27309677,LCP2
R3HCC1,0.35782063,LCP2
FBXO22,0.589485705,LCP2
KIF5C,0.707400322,LCP2
CIAO3,-0.547472358,LCP2
MOGS,-0.521382451,LCP2
NFYC,-0.428221762,LCP2
CDCP1,-0.246243834,LCP2
UBTF,-0.525188744,LCP2
JPT2,-0.730175853,LDLR
TRABD,-0.71483618,LDLR
SERPINB6,0.335519344,LDLR
ANXA4,-0.344754219,LDLR
SSBP2,-0.595223725,LDLR
R3HDM2,0.333078802,LDLR
CST7,0.288932711,LDLR
HEBP2,-0.440462887,LDLR
ABCG2,0.248690754,LDLR
TPPP3,-0.523144662,LDLR
GATA3,0.380410075,LDLR
ELAC2,-0.208195731,LDLR
PARN,0.538051128,LDLR
MEA1,0.277727813,LDLR
APOBEC3C,0.548734486,LDLR
TMEM259,-0.543279052,LDLR
CIAO3,-0.549797177,LDLR
SPRR1B,0.370484978,LDLR
RAB38,0.416474968,LDLR
PHC2,-0.379343063,LDLR
CDR2,0.782391489,EPX
ASCC3,0.50330162,EPX
SEC24A,0.653439224,EPX
DYRK1A,0.782022297,EPX
RDH14,0.610498369,EPX
S100PBP,1.027703643,EPX
KPNA3,0.943026781,EPX
RBBP6,0.792081714,EPX
KCNK1,0.663924396,EPX
ATMIN,0.582725227,EPX
MYO16,-1.458067179,EPX
CBX4,-0.931271613,EPX
HUNK,-1.266137958,EPX
TGOLN2,0.7179178,EPX
BAZ1B,0.619020522,EPX
STOML2,-0.427266657,EPX
TVP23B,0.755225003,EPX
FNBP4,0.719231129,EPX
MBNL2,0.452251345,EPX
KBTBD2,0.635001421,EPX
KCTD13,0.555150568,SPDEF
CAND2,0.676505625,SPDEF
ATG101,0.420126826,SPDEF
EEF2KMT,0.399125785,SPDEF
PCBD1,0.081502594,SPDEF
HAUS4,0.444688886,SPDEF
YKT6,0.380847991,SPDEF
CLGN,0.354594052,SPDEF
NUCKS1,0.289034456,SPDEF
TRAPPC12,0.355609447,SPDEF
MLF1,0.407099247,SPDEF
STX4,0.234315693,SPDEF
MAGEH1,0.750417709,SPDEF
GYPC,0.505378842,SPDEF
NEURL1,-1.062245965,SPDEF
OGFOD1,0.37133038,SPDEF
FIS1,0.222722203,SPDEF
TRAPPC3,0.211869895,SPDEF
NMT2,0.633563995,SPDEF
TMEM109,0.199734196,SPDEF
RPS6KA5,-0.558221221,RHOBTB3
C9orf116,0.54410243,RHOBTB3
OGFOD1,0.365708292,RHOBTB3
GAPDH,-1.595357776,RHOBTB3
COPS5,-0.294992447,RHOBTB3
ZDHHC4,0.409622222,RHOBTB3
NKG7,0.480072796,RHOBTB3
SNCA,0.631799579,RHOBTB3
IMPACT,0.555899441,RHOBTB3
DCTD,0.317439675,RHOBTB3
RPL8,-0.392915845,RHOBTB3
PPP3CC,0.6490466,RHOBTB3
DLX5,-0.476269275,RHOBTB3
COQ6,0.343803853,RHOBTB3
DOCK9,-0.411250979,RHOBTB3
PPA1,-0.474626064,RHOBTB3
SOX9,-0.300663918,RHOBTB3
BTBD3,-0.459536731,RHOBTB3
GNAI1,-0.573378146,RHOBTB3
HIVEP3,-0.747722805,RHOBTB3
ADAMTS3,0.603437781,SLC30A3
EEF2KMT,0.429137856,SLC30A3
GRIA3,0.410861462,SLC30A3
UROS,0.373914927,SLC30A3
OGFOD1,0.443609744,SLC30A3
KCTD13,0.534628153,SLC30A3
ZSCAN12,0.40502286,SLC30A3
TUBB6,0.894781649,SLC30A3
TRPV1,0.650672317,SLC30A3
USE1,0.441179723,SLC30A3
RPAIN,0.355243891,SLC30A3
PSMC3IP,0.412968665,SLC30A3
SNIP1,0.393057466,SLC30A3
TMEM109,0.190168321,SLC30A3
HSPA12A,0.530230165,SLC30A3
TAPBP,0.35132581,SLC30A3
CAND2,0.64811784,SLC30A3
SUN2,0.41287443,SLC30A3
RPL8,-0.439379096,SLC30A3
NKX3-1,0.352934271,SLC30A3
YKT6,0.412360817,SKP1
ABCB1,0.503949046,SKP1
NKX3-1,0.370097429,SKP1
LDLRAP1,0.430851966,SKP1
KLHL18,0.294397205,SKP1
MIPEP,0.300318539,SKP1
AOX1,0.418940842,SKP1
COQ6,0.382444859,SKP1
FOSL1,0.399447113,SKP1
BTD,0.494605273,SKP1
HHLA3,0.397748291,SKP1
TRAPPC3,0.204799876,SKP1
TTC38,0.357767582,SKP1
HMMR,0.342977732,SKP1
SLC22A4,0.52178663,SKP1
TSPAN1,0.175976396,SKP1
THAP10,0.338229835,SKP1
COL1A1,0.403059602,SKP1
TUBB6,0.815319777,SKP1
CUEDC1,-0.631236851,SKP1
DUSP22,0.435103923,ITCH
EFEMP2,0.515444517,ITCH
BLVRA,0.723480403,ITCH
BCL2,0.529309213,ITCH
NOC2L,-0.408280045,ITCH
MMP1,1.011254668,ITCH
TOX3,-0.180229142,ITCH
COQ6,0.380750805,ITCH
RGN,0.451052964,ITCH
NENF,0.315775901,ITCH
SBF1,-0.793743014,ITCH
SIRT5,0.545651376,ITCH
IL2RG,0.581413865,ITCH
ZNF32,0.426665217,ITCH
TUBB6,0.813455462,ITCH
CCDC59,0.388346046,ITCH
LRP5,-0.532404661,ITCH
FGB,-0.521161497,ITCH
PSME2,0.158329204,ITCH
MR1,0.711937845,ITCH
FDXR,-1.273319244,CYP4A11
GTF2B,0.697015047,CYP4A11
ATP5PB,0.722363472,CYP4A11
RAC1,0.491871864,CYP4A11
PLG,0.508743584,CYP4A11
DGKI,0.693582416,CYP4A11
SCAP,-1.256773114,CYP4A11
CRYZ,0.47179541,CYP4A11
CD27,-0.807554364,CYP4A11
SNX3,0.510146677,CYP4A11
PSMA5,0.457357794,CYP4A11
PHF20,0.633527339,CYP4A11
NEK3,0.419592857,CYP4A11
POU2AF1,-0.567768574,CYP4A11
PIP4K2A,0.403930098,CYP4A11
FGF1,0.320580482,CYP4A11
RPSA,0.806823313,CYP4A11
CDYL,0.611231565,CYP4A11
BCAS2,0.648272038,CYP4A11
RPS13,0.652293563,CYP4A11
ABCB1,0.401773393,SLC5A6
PLK2,0.200903714,SLC5A6
DHX35,0.57229346,SLC5A6
AFP,0.395444244,SLC5A6
BAZ2A,-0.571908474,SLC5A6
NPY1R,0.365337729,SLC5A6
SCML2,0.509612978,SLC5A6
PDZK1,0.208659738,SLC5A6
HERC5,0.511145353,SLC5A6
UCHL1,0.308935225,SLC5A6
GSAP,0.295533329,SLC5A6
KLF11,0.473911196,SLC5A6
EAF2,-0.218742132,SLC5A6
S100A4,0.102615125,SLC5A6
DDX60,0.872860074,SLC5A6
DCTD,0.281904399,SLC5A6
IFIH1,0.235473752,SLC5A6
PARP12,0.454202205,SLC5A6
HERC6,0.575566113,SLC5A6
GALNT14,0.307268441,SLC5A6
RPL17,0.825949252,FGF2
RPS12,0.899731398,FGF2
RPS13,0.724363089,FGF2
WNT4,-1.417061567,FGF2
CD27,-1.181391597,FGF2
RPL9,0.845303178,FGF2
RPL27,0.870077312,FGF2
RPL31,0.903320313,FGF2
PMPCB,0.693456888,FGF2
RPS4X,0.807961226,FGF2
LTB,-1.046575785,FGF2
RPS27,0.850628197,FGF2
RPS14,0.684933424,FGF2
EEF1A1,0.785660386,FGF2
TPT1,0.611124098,FGF2
RPS3A,0.782072186,FGF2
EDEM1,-0.82879293,FGF2
UBA52,0.676760077,FGF2
RPS29,0.849430323,FGF2
RPL32,0.720696568,FGF2
PTP4A2,0.504522324,MAT1A
STRAP,0.500615299,MAT1A
TIMM17A,0.405195534,MAT1A
USP3,0.380875826,MAT1A
ETF1,0.384918839,MAT1A
RPA3,0.685112417,MAT1A
PTMA,0.683597267,MAT1A
ARL4A,0.615301132,MAT1A
RGS1,0.552853048,MAT1A
PTGS2,0.276877761,MAT1A
ENY2,0.5073722,MAT1A
MRPL19,0.176269084,MAT1A
THBD,0.522900999,MAT1A
PPP2R1A,-0.749612331,MAT1A
COPS4,0.674432755,MAT1A
MVP,-0.522551239,MAT1A
GLUD1,0.647086442,MAT1A
NF2,-0.645890117,MAT1A
SNRPE,0.664500117,MAT1A
TMEM115,-1.419007182,MAT1A
TRMT12,0.718773365,CCR1
DPM1,0.941278398,CCR1
HPF1,0.898477554,CCR1
ING2,0.857277334,CCR1
BCCIP,0.715546012,CCR1
NGDN,0.680420399,CCR1
DES,-0.433522671,CCR1
ENY2,0.518548429,CCR1
ELOVL5,0.843073249,CCR1
PDCD10,0.62272644,CCR1
FLNB,-1.105040073,CCR1
DYNLT1,0.535253406,CCR1
FKBP1B,0.587975025,CCR1
POP4,0.328967452,CCR1
MFAP1,0.515210688,CCR1
UFSP2,1.05376482,CCR1
UNC50,0.610247672,CCR1
POLB,0.854175448,CCR1
SNX5,0.399128795,CCR1
LPL,0.673052728,CCR1
EFHC1,0.52822721,PELP1
ZNF267,0.855204582,PELP1
OGFOD3,-0.521247983,PELP1
TLE5,-1.181707859,PELP1
TROAP,-0.645193756,PELP1
HPF1,0.87996763,PELP1
BBOF1,0.810599804,PELP1
ABCD3,0.582648993,PELP1
RABEP2,-0.88484782,PELP1
INPP5A,0.452490002,PELP1
SIKE1,0.726800799,PELP1
AACS,-1.121600389,PELP1
USP14,-0.490329534,PELP1
DPM1,0.881662846,PELP1
MFAP3,0.806805611,PELP1
IFT88,0.588716328,PELP1
DUSP10,0.603449404,PELP1
SUPT6H,-1.301057696,PELP1
DHX15,0.707522988,PELP1
ACAA2,0.85238862,PELP1
NR2F2,0.469155043,EEF2
ZBTB25,1.007721424,EEF2
PCCB,0.561794341,EEF2
PPP1R12A,0.701435626,EEF2
MRPS22,0.410994977,EEF2
ATP5F1A,0.6221928,EEF2
PPP2R5A,0.290043354,EEF2
RAB4A,0.551624,EEF2
RPL23A,0.863528132,EEF2
PPARG,0.27360037,EEF2
LSM6,0.714298189,EEF2
POMGNT1,-0.903945863,EEF2
TMED10,0.549988389,EEF2
MORF4L1,0.759094179,EEF2
MRPL4,-0.787238479,EEF2
ZNF143,0.657644153,EEF2
KIF20A,0.370108366,EEF2
RPLP1,0.70983088,EEF2
PTEN,0.493264705,EEF2
SPATA5L1,0.439628273,EEF2
PSMB8,0.293619394,P2RY13
MRPL2,-0.787983358,P2RY13
ASCC3,0.43125084,P2RY13
PLAAT4,0.593348861,P2RY13
GALNT3,0.336774528,P2RY13
REST,0.816535234,P2RY13
TNKS2,0.448973894,P2RY13
EIF2AK3,0.597323656,P2RY13
RBBP6,0.764525056,P2RY13
ZNF329,0.947311878,P2RY13
WASHC4,0.177793697,P2RY13
ADD3,0.507476687,P2RY13
TAF2,0.409152359,P2RY13
INSIG1,0.437336892,P2RY13
C22orf46,-1.825236082,P2RY13
VPS13B,0.691345453,P2RY13
PTK2,0.31846872,P2RY13
CD46,0.419448107,P2RY13
OTUD7B,-1.032978296,P2RY13
BMP4,0.237587288,P2RY13
CABP2,-1.487634897,STK3
MLNR,-1.18031168,STK3
AIF1,-0.700942934,STK3
DENND5A,0.772152781,STK3
CDKL5,-1.350937963,STK3
AQR,0.409219772,STK3
GUCA2B,-1.025712609,STK3
ADAMTS12,-1.313971162,STK3
GYPB,-1.117479324,STK3
TPR,0.661450922,STK3
VLDLR,0.512385964,STK3
SLC5A4,-1.712682843,STK3
CLEC5A,-0.614285231,STK3
NPHP1,-1.095943809,STK3
HTR4,-1.247824311,STK3
FGF23,-2.038845778,STK3
CALCOCO2,1.003557205,STK3
CHPF,-0.915796459,STK3
ATXN3L,-1.223291874,STK3
TRPC4,-0.864299834,STK3
GGH,0.938364565,HMOX2
EYA3,-1.857411385,HMOX2
CAB39L,-1.301459789,HMOX2
HLA-G,0.745096564,HMOX2
ADRB3,-1.876788855,HMOX2
NFYB,0.728839517,HMOX2
RNF13,1.073637962,HMOX2
ZNF280D,0.533639371,HMOX2
CCDC28A,0.626035035,HMOX2
HLA-C,0.58399266,HMOX2
PPAN,-1.319180965,HMOX2
CSNK2A2,-0.801647961,HMOX2
GLRA2,-1.117386937,HMOX2
CDR2,0.711392224,HMOX2
TAF2,0.400130838,HMOX2
ZNF518A,0.684160888,HMOX2
SPAST,0.598709643,HMOX2
DHX38,-1.681057096,HMOX2
SMCHD1,0.70941633,HMOX2
KLHL20,0.853497326,HMOX2
CLSPN,-1.900608897,FSCN1
DNAJC17,-1.182435632,FSCN1
PROP1,-0.991934538,FSCN1
NTN1,-1.005861044,FSCN1
FRS3,-1.006663442,FSCN1
RAD51B,-1.53623867,FSCN1
GIPR,-2.007115364,FSCN1
ZKSCAN3,-1.42454958,FSCN1
UGDH,0.410309225,FSCN1
TRAPPC8,1.040845394,FSCN1
CEP131,-1.380560517,FSCN1
NGF,-1.888130307,FSCN1
PDHX,0.388596684,FSCN1
NEUROD2,-1.362755179,FSCN1
NTSR2,-1.407138824,FSCN1
PKMYT1,-0.863462329,FSCN1
KISS1,-0.748269737,FSCN1
ZNF671,-2.111727238,FSCN1
CBX2,-0.912850022,FSCN1
TFDP1,-0.70065093,FSCN1
SPEN,0.510908604,PKD2
TASOR2,0.752444148,PKD2
NGF,-1.552384496,PKD2
CDC23,0.709324777,PKD2
MACF1,0.545972228,PKD2
BUB1,0.510886252,PKD2
PDS5A,0.578265846,PKD2
GPD2,0.721455216,PKD2
KIAA1109,0.738969028,PKD2
TCERG1,0.47637859,PKD2
NUP160,0.564666092,PKD2
HTR1A,-1.010761261,PKD2
OXSR1,0.864025891,PKD2
DICER1,0.614962876,PKD2
NDUFA7,-0.83920145,PKD2
GCHFR,-0.584625542,PKD2
CLDN3,-0.366835833,PKD2
SDAD1,0.390208244,PKD2
CKAP5,0.542189956,PKD2
TUG1,0.685542464,PKD2
RIN3,-1.760142565,EPHB1
ZMAT4,-1.629628897,EPHB1
SYNGR1,-1.333495498,EPHB1
HECW1,-1.968001485,EPHB1
CLCN7,-1.055122852,EPHB1
POU6F1,-1.161764622,EPHB1
CRHR2,-1.648114324,EPHB1
GRM4,-1.49972856,EPHB1
PEX6,-1.10594821,EPHB1
RDH8,-1.457047701,EPHB1
LRTM1,-1.522104502,EPHB1
CA6,-0.823605061,EPHB1
HDAC2,0.404090881,EPHB1
TAPT1,-1.354344964,EPHB1
PIP5K1C,-1.707932472,EPHB1
HAAO,-1.478231192,EPHB1
NDST2,-0.862501085,EPHB1
KCNK15,-1.340491652,EPHB1
ZSWIM1,-1.038493395,EPHB1
TACR2,-1.439856648,EPHB1
SLC34A2,-0.950536966,ITPKC
C1orf56,-1.088243842,ITPKC
CLEC5A,-0.586274147,ITPKC
ASIC2,-1.498423457,ITPKC
EGLN3,-0.662257612,ITPKC
GRIN2B,-1.761356354,ITPKC
SYNGR1,-1.606860518,ITPKC
KIN,0.901741922,ITPKC
NARF,-0.641586602,ITPKC
AGFG2,-0.966969371,ITPKC
PRG2,-1.169959307,ITPKC
NDST2,-0.91097492,ITPKC
GNG13,-1.364774108,ITPKC
CCKAR,-2.115210533,ITPKC
KIR3DL1,-1.63310039,ITPKC
GPLD1,-1.64453876,ITPKC
TMEM161A,-1.050942779,ITPKC
STXBP5L,-2.02206254,ITPKC
KPNA3,0.846193552,ITPKC
TRIM10,-1.328488827,ITPKC
CFD,-1.113412142,FLT3
CRIP2,-0.452813447,FLT3
PAF1,-0.860141277,FLT3
RUVBL1,-0.301051468,FLT3
PPP6R2,-0.639722586,FLT3
LYZ,-0.276488274,FLT3
ZNF282,-0.597173452,FLT3
TPRA1,-0.906864047,FLT3
TNFRSF4,-0.679501057,FLT3
SBF1,-0.763177454,FLT3
CUEDC1,-0.660047829,FLT3
CCDC85B,-0.412923038,FLT3
DAPK2,-0.687412679,FLT3
FASN,-0.429259181,FLT3
EFNA4,-0.570061982,FLT3
AGPAT2,-0.772227347,FLT3
ZFPL1,-0.886556625,FLT3
TKFC,-0.598091781,FLT3
PAQR4,-0.410320163,FLT3
PTGES2,-0.584372938,FLT3
TGFBR2,-1.163302541,CLEC2D
CARMIL1,-1.133040905,CLEC2D
DIO2,-1.076237917,CLEC2D
DNAJC3,-0.85567975,CLEC2D
SPG7,0.344904155,CLEC2D
IDH3B,0.314822435,CLEC2D
ANKFY1,-0.86127758,CLEC2D
MAFB,-3.638077974,CLEC2D
IDH3A,-0.398707032,CLEC2D
CYB5R2,0.354878068,CLEC2D
CBX1,-0.448744535,CLEC2D
TUBGCP2,0.339955896,CLEC2D
VIM,0.490457386,CLEC2D
CSNK1A1,-0.829188049,CLEC2D
IFT27,0.522371888,CLEC2D
TMEM231,0.574419022,CLEC2D
FUT8,-0.85658741,CLEC2D
CCL18,-1.427297592,CLEC2D
CCR7,-0.904215634,CLEC2D
CAPG,0.187362745,CLEC2D
PLVAP,-0.747860432,CACNG2
CD93,-0.857299745,CACNG2
LAT2,0.279836178,CACNG2
FBXW11,-0.565512955,CACNG2
CTSZ,-0.894180298,CACNG2
MMRN2,-0.819177389,CACNG2
EIPR1,0.288542747,CACNG2
PANK3,-0.57986027,CACNG2
SMAGP,0.356900036,CACNG2
PRRX1,-0.657248676,CACNG2
DCTN4,-0.707084894,CACNG2
GGCX,-0.672943413,CACNG2
ANO1,-0.815091789,CACNG2
C1orf56,-0.735260069,CACNG2
REG3A,-0.86926192,CACNG2
TBCB,0.27570346,CACNG2
REG1B,-0.524997115,CACNG2
AADAC,-0.377737731,CACNG2
PAFAH1B3,0.129542813,CACNG2
TWSG1,-0.723121107,CACNG2
BCL2A1,0.759613454,PTGS1
SOX10,0.713929117,PTGS1
COQ8A,-0.524879873,PTGS1
LYN,0.805723965,PTGS1
TLE4,0.289087594,PTGS1
KCNIP1,0.391607612,PTGS1
LHPP,0.408877909,PTGS1
KCNJ1,0.485684752,PTGS1
CD300A,0.429409504,PTGS1
THRAP3,-0.558284223,PTGS1
RGS20,0.528193653,PTGS1
ARPC2,0.358946741,PTGS1
VWF,-0.506420851,PTGS1
BBS9,0.636735678,PTGS1
CCND1,-0.813226402,PTGS1
NCAN,0.48264572,PTGS1
FGR,0.537915409,PTGS1
LSM14B,-0.620747507,PTGS1
SIRT3,-0.306840807,PTGS1
ASTN1,0.397473574,PTGS1
HP1BP3,-0.605919361,DUSP10
CTSZ,-1.046878576,DUSP10
PARVA,-0.439953089,DUSP10
TAF12,-0.800476611,DUSP10
YAP1,-0.609136462,DUSP10
LAT2,0.248851642,DUSP10
SRSF10,-0.317311347,DUSP10
CRYZL1,-1.224194288,DUSP10
CNOT6,-0.436069161,DUSP10
EMP3,0.272163421,DUSP10
CD53,-0.472659826,DUSP10
SCYL2,-0.473461717,DUSP10
TMEM147,0.248685315,DUSP10
DSTN,-0.518940806,DUSP10
TWSG1,-0.788869321,DUSP10
AZIN1,-0.52537781,DUSP10
TRIM2,-0.285343111,DUSP10
IL2RA,-0.712662458,DUSP10
DCTN4,-0.672215581,DUSP10
EMSY,-0.70138818,DUSP10
STAP2,-0.469462931,B4GALNT1
RAB11FIP1,-28.75457382,B4GALNT1
GPX2,-0.205861077,B4GALNT1
AGPAT2,-0.951961458,B4GALNT1
GPX1,-0.271795124,B4GALNT1
KMT5A,-0.573441505,B4GALNT1
TTR,-0.763260126,B4GALNT1
DIO2,-0.869257212,B4GALNT1
MRPL9,0.259133279,B4GALNT1
PAF1,-0.94863975,B4GALNT1
EVA1B,-0.886295378,B4GALNT1
FBLN1,-0.605093479,B4GALNT1
POR,-0.55478698,B4GALNT1
