names,logfoldchanges
CTBS,0.387679875
RFC5,0.201363981
GPR50,-1.144472241
FAM120C,-0.745793343
F2RL3,-1.040354133
TNNI3K,-0.899243236
ALX4,-0.966760695
FN3K,-0.933062851
CLDN9,-0.727866411
GRK1,-0.89564234
PRDM13,-0.650088668
TEX28,-0.858960748
BFSP1,-0.586013019
MTNR1B,-0.985997319
UNC13A,-0.649370015
KLHL1,-0.788221836
PADI3,-0.651532888
POU4F1,-0.391625345
TRPC7,-0.849217415
CABP5,-1.391056776
NKX2-8,-1.212589622
A4GALT,-0.787425697
LYRM4,-0.267409116
POP4,-0.197323471
MGST3,-0.376230001
APOO,-0.173359662
LSM2,-0.261575162
PRKAG1,-0.35490644
TIMM9,-0.128143802
PSME1,-0.212475255
GTF2A2,-0.127638772
MRPL40,-0.224377021
MRPS35,-0.164998516
MRPL58,-0.160808921
ASCC1,-0.239131272
CCNB1IP1,-0.102305613
RPS11,-0.349232227
S100A13,-0.181036204
HHLA3,-0.427234709
ZNF32,-0.202481568
COL10A1,0.800310493
EIPR1,-0.189910531
HIP1,0.450665474
PXN,-0.260620236
PAM16,-0.493745744
HCFC1R1,-0.574535489
FLNC,-0.40302822
SNU13,-0.362091184
PRUNE2,-0.308232605
CASP3,-0.523030281
PTPA,-0.591628373
SIRT5,-0.358985215
ITGB1BP2,-0.732296526
STYK1,-0.451119632
RBM8A,-0.329128116
RAD51B,-0.523131967
TUBB4A,-0.7280581
SERPINE1,0.099129066
SNAP91,-0.536399007
DDX21,0.405490726
GUCA2B,-0.794832408
RRP7A,-0.428642601
GCGR,-1.161815524
SLC6A9,-0.853074193
ADGRB1,-1.221168041
HIF3A,-0.941930532
A4GALT,-0.980922282
GTF3C5,-1.032607675
RFX3,-1.060569763
CYP2D6,-1.344466209
TUBB1,-0.927196801
NDOR1,-0.998749018
LLGL1,-0.834594488
PROP1,-0.760198355
RGS3,-0.427446455
TCOF1,-0.737215936
SURF2,-0.494883299
ABCC8,-0.582202613
KCNQ4,-1.65662992
HTR1A,-0.818035841
TNR,-2.021039009
NKX2-8,-1.302612543
MLX,-0.274726212
MRPL58,-0.216151029
